mep,epid,country,group,dossier,lobbyists,title,committees,location,role,date
Jeroen LENAERS,95074,Netherlands,EPP,[''],Secretary General Eurofedop,Social Affairs,['EMPL'],Strasbourg,Member,11/02/2020
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Public affairs consulent European Federation for Family Employment & Home Care, Public affiars consulent European Federation for Family Employment & Home Care",Social affairs,['EMPL'],Brussels,Member,06/02/2020
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],European Affairs and Media Policy responsible at European Magazine Media Publishers,E-evidence file,['LIBE'],Brussels,Member,24/01/2020
Jeroen LENAERS,95074,Netherlands,EPP,[''],OpenDoors EU advocacy officer,Introductory meeting and briefing on Faith Under Pressure,['LIBE'],Strasbourg,Member,16/01/2020
Jeroen LENAERS,95074,Netherlands,EPP,,"sectorhoofd van FNV Bouwen en Wonen,, Consulent vakbond FNV Bouw, Persvoorlichter FNV",Posting of workers,,Utrecht,Member,10/01/2020
Jeroen LENAERS,95074,Netherlands,EPP,[''],EU Migration Policy Advisor Oxfam International,Situation of refugees on the Greek Islands,['LIBE'],Brussel,Member,09/01/2020
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Senior executive Officer, Asylum and Migration Amnesty International & Irish activist",Situation in on Greek islands,['LIBE'],Brussels,Member,02/12/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],Candidate for the position of EDPS,Position of new EDPS,['LIBE'],Brussels,Member,22/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,,"AEIP, Policy Advisor",Social Affairs,,Brussels,Member - Meeting with APA,21/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],"REIF, Permanent Delegate, Policy Advisor",Social Security Coordination,['EMPL'],Brussels,Member,21/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Western Europe Researcher of Human Rights Watch, Advocacy Director for Europe and Central Asia Human Rights Watch",Situation of asylum seekers on the Greek Islands,['LIBE'],Brussels,Member,11/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Social Security Coordination'],"Centre for Eurpean Policy, Policy Analyst",Coordination of Social Security,['EMPL'],Brussels,Shadow rapporteur,06/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,,"Stichting Pierre Robin Europe, Chair",Crossborder health care,,Brussels,Member,05/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],Director General FEDMA,Organisation of upcoming event (18/11),['LIBE'],Brussels,Member,05/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,,Waterschap Limburg,Waterschap grensregio,,Brussels,Member,04/11/2019
Jeroen LENAERS,95074,Netherlands,EPP,"['', '']",permanent gedelegeerde van VNO-NCW,"EU MKB-beleid, Europees sociaal beleid, e-privacy/AI","['EMPL', 'LIBE']",Strasbourg,Member,22/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],"CEEMET, Head of Communications, Legal Advisor",Planning of upcoming event,['EMPL'],Brussels,Member,14/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],Representative of K&L Gates GP,Unfair competition on EU market,['LIBE'],Brussels,Member,10/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],FEDMA representatives,Planning of upcoming event on GDPR,['LIBE'],Brussels,Member,07/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],Officer European and International Affairs Dutch Association of Insurers,Future work of LIBE committee,['LIBE'],Brussels,Member,03/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Medewerker Politieke Zaken VluchtelingenWerk Nederland, Manager Beleid, Pers en Internationaal VluchtelingenWerk Nederland",Revision CEAS legislation,['LIBE'],Brussels,Member,02/10/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],Policy Officer on Human Trafficking and Smuggling of Migrants UNODC,EU policy against human trafficking,['LIBE'],Brussels,Member,30/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Meeting with APA'],"Senior Church Counsel EKD, Policy and Advocacy Officer Asylum and migration Caritas Europe",Revision of CEAS legislation,['LIBE'],Brussels,Member,30/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Social security coordination (met with APA of MEP)'],Secretary Construction of the European Federation of Building and WoodWorkers,Social security coordination,['EMPL'],Brussels,Shadow rapporteur,27/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Communication and Public Affairs officer FEDMA, Director-General CIPP/E FEDMA",AVG,['LIBE'],Brussels,Member,26/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Senior Policy Officer EDiMA, EU public policy Amazon",e-Privacy directive,['LIBE'],Brussels,Member,26/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],Public Policy Officer for Google,EU Digital agenda,['LIBE'],Brussels,Member,26/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Board member CNV Vakmensen, Policy advisor CNV, Policy advisor CNV",Employment and social affairs,['EMPL'],Brussels,Member,25/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,,Candidate for the position of EU Ombudsman,EU Ombudsman,,Brussels,Member,24/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,,Candidate for the position of EU Ombudsman,EU Ombudsman,,Brussels,Member,24/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Social security coordination'],"Vice president of the Labour Mobility Initiative, Board Member of the Labour Mobility Initiative, European Affairs expert of the Labour Mobility Initiative",Social security coordination,['EMPL'],Brussels,Shadow rapporteur,24/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,['Met with APA to MEP'],EU Public Affairs consultant Kreab Brussel,EU Digital agenda,['LIBE'],Brussels,Member,20/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,,"AER, Association Manager",Planning of upcoming event,,Brussels,Member - Meeting with APA,19/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Secretary General CECE, Public Affairs Advisor CECE, President of CECE",EU Digital Agenda,['LIBE'],Strasbourg,Member,18/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Director of Public Policy ETNO, Director-General ETNO",EU Digital Agenda,['LIBE'],Strasbourg,Member,18/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],Public Policy Manager Mozilla,EU Digital Agenda,['LIBE'],Strasbourg,Member,18/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],"Vice-President Regulatory Affairs at Criteo, European Affairs Director Samman",e-Privacy regulation,['LIBE'],Strasbourg,Member,17/09/2019
Jeroen LENAERS,95074,Netherlands,EPP,[''],Secretary Construction of the European Federation of Building and WoodWorkers,Posting,['EMPL'],Brussels,Member,10/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],ETUC,Human rights due-diligence,['AFET'],Remote,Member,07/05/2020
Maria ARENA,124936,Belgium,S&D,['NDICI'],EBRD,Covid 19 measure in NDICI,['AFET'],Visioconférence,Rapporteur,06/05/2020
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Responsible Business Alliance,Human Rights due diligence,['AFET'],Remote,Member,06/04/2020
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],UNCTAD,Business and Hulman rights,['AFET'],EP Brussels,Member,19/02/2020
Maria ARENA,124936,Belgium,S&D,[''],Nestlé,Environmental and Human rights due-diligence,['ENVI'],EP Brussels,Member,19/02/2020
Maria ARENA,124936,Belgium,S&D,[''],Sphere,Circular Economy - Bioplastics,['ENVI'],EP Strasbourg,Member,12/02/2020
Maria ARENA,124936,Belgium,S&D,[''],COTY,Microplastics,['ENVI'],EP Strasbourg,Member,12/02/2020
Maria ARENA,124936,Belgium,S&D,['DROI Chiar'],"Mauricio Escanero, Chef de la Mission du Mexique auprès de l’UE",Rencontre de courtoisie,['AFET'],EP Brussels,Member,05/02/2020
Maria ARENA,124936,Belgium,S&D,[''],Global Witness,Environmental Due-diligence,['ENVI'],EP Brussels,Member,30/01/2020
Maria ARENA,124936,Belgium,S&D,['Chemical Strategy for sustainability'],HEAL - Health and Environment,Chemical legislation and health,['ENVI'],EP Brussels,Rapporteur,27/01/2020
Maria ARENA,124936,Belgium,S&D,[''],Active,Health,['ENVI'],EP Brussels,Member,27/01/2020
Maria ARENA,124936,Belgium,S&D,[''],CEFIC,Chemical legislaltion,['ENVI'],EP Brussels,Member,23/01/2020
Maria ARENA,124936,Belgium,S&D,[''],Umicore Group,Environmental Due-diligence,['ENVI'],EP Strasbourg,Member,15/01/2020
Maria ARENA,124936,Belgium,S&D,[''],ClientEarth,Environmentale Due-diligence,['ENVI'],EP Brussels,Member,10/01/2020
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],ETUC,Business and Human Rights,['AFET'],EP Brussels,Member,10/12/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],State Minister of Georgia for Reconciliation and Civic Equality,Rencontre de courtoisie,['AFET'],EP Brussels,Member,05/12/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chiar'],"Dimiter Chalev, Head of the UN Human Rights Office for Syria",Eov on situation of Human Rights in Middle East area,['AFET'],EP Brussels,Member,22/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur du Liban,rencontre de courtoisie,['AFET'],EP Brussels,Member,21/11/2019
Maria ARENA,124936,Belgium,S&D,[''],Canopy Growth Corporation - Spectrum Therapeutics,Health,['ENVI'],EP Brussels,Member,11/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],"Assistant Foreign Minister of the Kingdom of Bahrain,",Droits de l'homme Bahrain,['AFET'],EP Brussels,Member,07/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassade du Vietnam,Rencontre de courtoisie,['AFET'],EP Brussels,Member,05/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadrice Kazhakstan,Rencontre de courtoisie,['AFET'],EP Brussels,Member,05/11/2019
Maria ARENA,124936,Belgium,S&D,[''],HEAL - Health and Environment,Chemicals and Health,['ENVI'],EP Brussels,Member,04/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur de Georgie,Rencontre de courtoisie,['AFET'],EP Brussels,Member,04/11/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur Geert MUYLLE RP BE,rencontre de courtoisie,['AFET'],Palais des nations - Geneve CH,Member,14/10/2019
Maria ARENA,124936,Belgium,S&D,[''],European Milk Board,Délégation des agriculteurs africains,['ENVI'],EP Brussels,Member,10/10/2019
Maria ARENA,124936,Belgium,S&D,[''],Eurométaux,Circular economy,['ENVI'],EP Brussels,Member,09/10/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur du Royame du Maroc,Rencontre de courtoisie,['AFET'],EP Brussels,Member,08/10/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur du Koweit,Rencontre de courtoisie,['AFET'],EP Brussels,Member,07/10/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur d'Algérie,Rencontre de courtoisie,['AFET'],EP Brussels,Member,04/10/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassade du Pakistan,Rencontre de courtoisie,['AFET'],EP Brussels,Member,03/10/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur du Cameroun,Rencontre de courtoisie,['AFET'],EP Brussels,Member,02/10/2019
Maria ARENA,124936,Belgium,S&D,[''],Medicinal Cannabis Alliance,Medicinal Cannabis,['ENVI'],EP Brussels,Member,01/10/2019
Maria ARENA,124936,Belgium,S&D,['NDCI'],Trade Union Development Cooperation Network – TUDCN,EoV on the NDCI,['AFET'],EP Brussels,Rapporteur,30/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur de Cuba,Rencontre de courtoisie,['AFET'],EP Brussels,Member,24/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],No Pace without justice,Rencontre de courtoisie,['AFET'],EP Brussels,Member,24/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Charr'],"Emilio José Archila Peñalosa, Haut Conseiller Post-conflit Colombia",Rencontre de Courtoisie,['AFET'],EP Brussels,Member,10/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur de Colombie,Rencontre de courtoisie,['AFET'],EP Brussels,Member,10/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadrice de Hong Kong,Rencontre de courtoisie,['AFET'],EP Brussels,Member,05/09/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassadeur de la Rep. de Turquie,Rencontre de courtoisie,['AFET'],EP Brussels,Member,26/08/2019
Maria ARENA,124936,Belgium,S&D,['DROI Chair'],Ambassade du Kazhakistan,Rencontre de courtoisie,['AFET'],EP Brussels,Member,23/07/2019
Dominique RIQUET,96885,France,RE,[''],Eurotran conseil,Politique ferroviaire,['TRAN'],Dématérialisé,Member,31/08/2020
Dominique RIQUET,96885,France,RE,,Ambassadeur de Tunisie,Relations UE-Tunisie,,Ambassade de Tunisie,Member,14/07/2020
Dominique RIQUET,96885,France,RE,[''],Société du Grand Paris,Grands projets d'infrastructure,['TRAN'],Téléphone,Member,24/06/2020
Dominique RIQUET,96885,France,RE,[''],Syndicat national de l'extrusion plastique,Politique industrielle,['ITRE'],Visioconférence,Member,23/06/2020
Dominique RIQUET,96885,France,RE,[''],Comité technique européen sur le fluocarbone,Politique énergétique,['ITRE'],Virtuel,Member,15/06/2020
Dominique RIQUET,96885,France,RE,['European Year of the Rail'],Ferrovie dello Stato Italiene,Politique ferroviaire,['TRAN'],Virtuel,Shadow rapporteur,14/06/2020
Dominique RIQUET,96885,France,RE,,ACEA,Politique industrielle,,Entretien téléphonique,Member,11/06/2020
Dominique RIQUET,96885,France,RE,[''],Fret SNCF,Politique ferroviaire,['TRAN'],Entretien téléphonique,Member,03/06/2020
Dominique RIQUET,96885,France,RE,,Ambassadeur de Tunisie,Politique de voisinnage,,Parlement européen,Member,09/03/2020
Dominique RIQUET,96885,France,RE,,Lufthansa,Politique des transports,,Parlement européen,Member,09/03/2020
Dominique RIQUET,96885,France,RE,[''],EFPIA,Politique industrielle,['ITRE'],Parlement européen,Member,09/03/2020
Dominique RIQUET,96885,France,RE,[''],France Industrie,Politique industrielle,['ITRE'],Parlement européen,Member,09/03/2020
Dominique RIQUET,96885,France,RE,[''],Union des Ports de France,Politique portuaire,['TRAN'],Parlement européen,Member,20/02/2020
Dominique RIQUET,96885,France,RE,[''],Politique ferroviaire,SNCF,['TRAN'],Parlement européen,Member,19/02/2020
Dominique RIQUET,96885,France,RE,[''],Commissariat à l'énergie atomique,Politique énergétique,['ITRE'],Parlement européen,Member,17/02/2020
Dominique RIQUET,96885,France,RE,,Welfarm,Conditions d'élevage,,Parlement européen,Member,12/02/2020
Dominique RIQUET,96885,France,RE,[''],LEEM,Politique industrielle,['ITRE'],Parlement européen,Member,06/02/2020
Dominique RIQUET,96885,France,RE,,Finansol,Finance solidaire,,Parlement européen,Member,05/02/2020
Dominique RIQUET,96885,France,RE,"['', '']",Bombardier Transport,Politique industrielle,"['ITRE', 'TRAN']",Parlement européen,Member,05/02/2020
Dominique RIQUET,96885,France,RE,[''],Climate Strategy & Partners,Politique énergétique,['ITRE'],Parlement européen,Member,05/02/2020
Dominique RIQUET,96885,France,RE,['Streamlining measures for advancing the realisation of the TEN-T network'],CRPM,Réseaux de transport,['TRAN'],Parlement européen,Rapporteur,05/02/2020
Dominique RIQUET,96885,France,RE,['Streamlining measures for advancing the realisation of the TEN-T network'],European Federation of Inland Ports,Investissement et infrastructure,['TRAN'],Parlement européen,Rapporteur,04/02/2020
Dominique RIQUET,96885,France,RE,[''],Europalia,Politique ferroviaire,['TRAN'],Parlement européen,Member,03/02/2020
Dominique RIQUET,96885,France,RE,[''],Fédération Française des Télécommunications,Politique numérique,['ITRE'],Parlement européen,Member,30/01/2020
Dominique RIQUET,96885,France,RE,,Eurocinéma,Politique culturelle,,Parlement européen,Member,28/01/2020
Dominique RIQUET,96885,France,RE,[''],Orange,Politique numérique,['ITRE'],Parlement européen,Member,27/01/2020
Dominique RIQUET,96885,France,RE,[''],Union of greek shipowners,Politique des transports,['TRAN'],Parlement européen,Member,23/01/2020
Dominique RIQUET,96885,France,RE,[''],Armateurs de France,Politique commerciale,['TRAN'],Parlement européen,Member,15/01/2020
Dominique RIQUET,96885,France,RE,[''],Fédération de l'industrie européenne de la construction,Politique industrielle,['ITRE'],Parlement européen,Member,15/01/2020
Dominique RIQUET,96885,France,RE,[''],Alstom,Politique industrielle,['TRAN'],Parlement européen,Member,14/01/2020
Dominique RIQUET,96885,France,RE,[''],ALL RAIL,Politique ferroviaire,['TRAN'],Parlement européen,Member,17/12/2019
Dominique RIQUET,96885,France,RE,[''],IRU,Politique des transports,['TRAN'],Parlement européen,Member,12/12/2019
Dominique RIQUET,96885,France,RE,[''],Euroheat,Politique énergétique,['ITRE'],Parlement européen,Member,12/12/2019
Dominique RIQUET,96885,France,RE,[''],Fédération Internationale de Motocyclisme,Politique des transports,['TRAN'],Parlement européen,Member,11/12/2019
Dominique RIQUET,96885,France,RE,[''],ACI Europe,Politique des transports,['TRAN'],Parlement européen,Member,05/12/2019
Dominique RIQUET,96885,France,RE,[''],Port de Galway,Politique des transports,['TRAN'],Parlement européen,Member,04/12/2019
Dominique RIQUET,96885,France,RE,,CELCAA,Politique agricole,,Parlement européen,Member,03/12/2019
Dominique RIQUET,96885,France,RE,[''],EdEn,Energie,['ITRE'],Parlement européen,Member,02/12/2019
Dominique RIQUET,96885,France,RE,[''],HAROPA,Politique des transports,['TRAN'],Parlement européen,Member,21/11/2019
Dominique RIQUET,96885,France,RE,[''],EUROBAT,Politique énergétique,['ITRE'],Parlement européen,Member,21/11/2019
Dominique RIQUET,96885,France,RE,[''],Air Liquide,Politique énergétique,['ITRE'],Parlement européen,Member,21/11/2019
Dominique RIQUET,96885,France,RE,,EACCE,Relations avec le Maroc,,Parlement européen,Member,21/11/2019
Dominique RIQUET,96885,France,RE,[''],Port de Dunkerque,Infrastructures de transport,['TRAN'],Parlement européen,Member,07/11/2019
Dominique RIQUET,96885,France,RE,[''],Arcelor Mittal,Politique industrielle,['ITRE'],Parlement européen,Member,07/11/2019
Dominique RIQUET,96885,France,RE,[''],Tereos,Politique industrielle,['ITRE'],Parlement européen,Member,07/11/2019
Dominique RIQUET,96885,France,RE,[''],PSA Toyota Renault,Industrie automobile,['TRAN'],Parlement européen,Member,05/11/2019
Dominique RIQUET,96885,France,RE,[''],Transport,Mobility forum & Society,['TRAN'],Parlement européen,Member,04/11/2019
Dominique RIQUET,96885,France,RE,[''],Airlines 4 Europe,Transport aérien,['TRAN'],Parlement européen,Member,04/11/2019
Dominique RIQUET,96885,France,RE,[''],Association des défenseurs des droits des passagers,Droits des passagers,['TRAN'],Parlement européen,Member,23/10/2019
Dominique RIQUET,96885,France,RE,[''],Agence du GNSS,Politique spatiale,['ITRE'],Parlement européen,Member,23/10/2019
