epid,mep,role,country,group,location,title,lobbyists,mep,dossier,committees,date
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Priorities for this legislature - meeting with APA,ANWB (advisors Public and European Affairs),Tom BERENDSEN,[''],['TRAN'],24/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Carbon capture utilization and storage (CCUS) and transboundary waste shipments - meeting with APA,AVR (Commercial Director),Tom BERENDSEN,"['', '']","['ITRE', 'TRAN']",23/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",European Tech Agenda - meeting with APA,"Information Technology Industry Council (Executive Vice President Policy, Vice President Europe, Senior Manager Policy Europe)",Tom BERENDSEN,[''],['ITRE'],20/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg","Cybersecurity, digital policy","KPN (Director Public and Regulatory Affairs, Adviser European Affairs)",Tom BERENDSEN,[''],['ITRE'],18/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",Priorities for family businesses,Familiebedrijven Nederland (Director),Tom BERENDSEN,[''],['ITRE'],18/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",Decarbonisation of European transport and industry,Neste (Head of EU Affairs),Tom BERENDSEN,"['', '']","['ITRE', 'TRAN']",17/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",Digital policy,LibertyGlobal (Managing Director Public Policy),Tom BERENDSEN,[''],['ITRE'],17/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",Priorities for KLM/aviation,KLM Royal Dutch Airlines (Manager European Affairs),Tom BERENDSEN,[''],['TRAN'],17/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Energy policy,EUGINE (General secretary and manager European Affairs),Tom BERENDSEN,['-'],['ITRE'],11/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Energy policy,BIPAVER (General secretary),Tom BERENDSEN,['-'],['ITRE'],11/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Industrial and climate policy,"Eurometaux (Public Affairs Manager), European Aluminium (Manager EU Public Affairs, VNMI (Director)",Tom BERENDSEN,['-'],['ITRE'],11/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Energy policy,"TNO (DIrector Sustainable Chemical Industry, EU Manager and Head of EU Office)",Tom BERENDSEN,['-'],['ITRE'],04/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Brussels",Innovation policy,Knowledge4Innovation (Managing Director),Tom BERENDSEN,['-'],['ITRE'],04/09/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",EU priorities for the retail sector in the next five years,Detailhandel Nederland (Delegation),Tom BERENDSEN,,,17/07/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",Energy and climate policy,COGEN Europe (Managing Director),Tom BERENDSEN,['-'],['ITRE'],16/07/2019
197778,Tom BERENDSEN,Member,Netherlands,EPP,"European Parliament, Strasbourg",General EU policy,VNO-NCW (Head of Brussels office),Tom BERENDSEN,,,02/07/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,-,Möte,LKAB,Erik BERGKVIST,,,05/05/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,-,Möte,Energiföretagarna,Erik BERGKVIST,,,21/04/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Albaniens vice inrikesminister Romina Kuko,Albaniens vice inrikesminister Romina Kuko,Erik BERGKVIST,,,18/02/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,LRF Skogsägarna,Erik BERGKVIST,,,18/02/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,LO,Erik BERGKVIST,,,06/02/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,European Womens Lobby,Erik BERGKVIST,,,05/02/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Middag,Conference of Peripheral Maritime Regions (CPMR),Erik BERGKVIST,,,04/02/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Wood be better - Brussels network for forest-based industries,Erik BERGKVIST,,,29/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Mingel,Norsjövin,Erik BERGKVIST,,,23/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Möte,Arbetsmarknadsminister Eva Nordmark,Erik BERGKVIST,,,22/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Möte,Landsbygdsminister Jennie Nilsson,Erik BERGKVIST,,,22/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Möte,Brittiska ambassaden,Erik BERGKVIST,,,22/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Möte,Energi- och digitaliseringsminister Ibrahim Baylan,Erik BERGKVIST,,,22/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,North Sweden Cleantech,Möte,Erik BERGKVIST,,,22/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Konferens,Region Västerbotten på Grand Hotel,Erik BERGKVIST,,,21/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Mingel,North Sweden Stockholm Office,Erik BERGKVIST,,,20/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Strasbourg,Möte,UK Permanent Representation to the EU,Erik BERGKVIST,,,15/01/2020
197396,Erik BERGKVIST,Member,Sweden,S&D,Stockholm,Möte,Sveriges kommuner och regioner (SKR),Erik BERGKVIST,,,12/12/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Mingel,The European Blind Union (EBU),Erik BERGKVIST,,,11/12/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Konferens,Europaforum Norra Sverige,Erik BERGKVIST,,,10/12/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Middag,North Sweden,Erik BERGKVIST,,,10/12/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Workshop,North Sweden (Active Forest Management and Bioeconomy),Erik BERGKVIST,,,10/12/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Panelsamtal,Informal Baltic Sea Group,Erik BERGKVIST,,,19/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Besöksgrupp,Region Östergötland,Erik BERGKVIST,,,13/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Arctic Friendship Group,Erik BERGKVIST,,,13/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Sveriges kommuner och regioner (SKR),Erik BERGKVIST,,,12/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Luleå,Panelsamtal,Norrbottens handelskammare,Erik BERGKVIST,,,07/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Conference of Peripheral Maritime Regions (CPMR),Erik BERGKVIST,,,06/11/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,LKAB,Erik BERGKVIST,,,16/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Skypesamtal,Klara Teoretiska Gymnasium Sundsvall,Erik BERGKVIST,,,15/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Panelsamtal,Region Västra Götaland och Gothenburg European Office,Erik BERGKVIST,,,09/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Middag,North Sweden,Erik BERGKVIST,,,08/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Mottagning,Region Västerbotten (Arctic Reception) på Svenska representationen,Erik BERGKVIST,,,08/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,LRS Skogsägarna,Erik BERGKVIST,,,08/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Norra Skogsägarna,Erik BERGKVIST,,,08/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Besöksgrupp,Trainee Södra Norrland,Erik BERGKVIST,,,02/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,EU-minister Hans Dahlgren,Erik BERGKVIST,,,01/10/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Besöksgrupp,Aranäsgymnasiet,Erik BERGKVIST,,,26/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Skogsindustrierna,Erik BERGKVIST,,,26/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Middag,Ambassadör Lars Danielsson,Erik BERGKVIST,,,24/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Strasbourg,Möte,Kommissionär Cecilia Malmström,Erik BERGKVIST,,,17/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Assembly of European Regions,Erik BERGKVIST,,,12/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,Constituting the Disability Intergroup Bureau,Erik BERGKVIST,,,11/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Frukostmöte,Nordiska universitets- och högskoleförbundet,Erik BERGKVIST,,,10/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Bryssel,Möte,North Sweden,Erik BERGKVIST,,,09/09/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Strasbourg,Middag,Svenskt Näringsliv,Erik BERGKVIST,,,17/07/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Strasbourg,Lunch,"Intergroup on Sparsely populated, Mountainous and Rural Territories",Erik BERGKVIST,,,16/07/2019
197396,Erik BERGKVIST,Member,Sweden,S&D,Strasbourg,Mingel,Nordenergi,Erik BERGKVIST,,,02/07/2019
197551,Stéphane BIJOUX,Member,France,RE,Strasbourg,Echanges sur les Bio-plastiques - dimension ultramarine,SPHERE,Stéphane BIJOUX,,,12/02/2020
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Actions BPI France en outre-mer,BFI France,Stéphane BIJOUX,[''],['REGI'],28/01/2020
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,"Echanges sur l'Europe sociale, le FSE +",Représentations des régions de France à Bruxelles,Stéphane BIJOUX,[''],['EMPL'],28/01/2020
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Relations UE /Bahamas - intégration régionale,Ambassadrice des Bahamas à Bruxlles,Stéphane BIJOUX,,,20/01/2020
197551,Stéphane BIJOUX,Member,France,RE,Strasbourg,Echanges sur la politique régionale,AFCCRE,Stéphane BIJOUX,[''],['REGI'],15/01/2020
197551,Stéphane BIJOUX,Member,France,RE,Strasbourg,Relations UE/ Jamaique - intégration régionale,Sénateur de la Jamaique,Stéphane BIJOUX,,,15/01/2020
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Actions BPI France,Bureau BPI France,Stéphane BIJOUX,,,14/11/2019
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Echanges sur la politique régionale,Représentations des régions de France à Bruxelles,Stéphane BIJOUX,[''],['REGI'],13/11/2019
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,"Echanges sur les thématiques environnement, biodiversité, changement climatique dans les outre-mer",IUCN,Stéphane BIJOUX,,,05/11/2019
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Echanges sur le secteur de la banane européenne,Représentants du secteur de la banane européenne,Stéphane BIJOUX,,,10/10/2019
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,"Echanges sur les thématiques mobilité, innovation et outre-mer",ALSTOM,Stéphane BIJOUX,,,04/09/2019
197551,Stéphane BIJOUX,Member,France,RE,Bruxelles,Echanges sur le programme ERASMUS + (focus outre-mer),Directrice Agence ERASMUS +,Stéphane BIJOUX,,,03/09/2019
197771,Vladimír BILČÍK,Rapporteur,Slovakia,EPP,"Brussels, Belgium","Investments in innovation, combating disinformation and media freedom in Serbia.","Mrs Dragica Pilipovic Chaffey, Vice-President, United Group, Mr Steve Leroy, Group General Counsel, United Group",Vladimír BILČÍK,['2019 Report on Serbia'],['AFET'],10/12/2019
197771,Vladimír BILČÍK,Member,Slovakia,EPP,"Strasbourg, France","Digital single market, copyright and Value Gap.",IFPI for Czechia and Slovak Republic,Vladimír BILČÍK,,,21/10/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Berlin,Treffen mit der AG Europäische Jugendpolitik,Deutscher Bundesjugendring e.V.,Gabriele BISCHOFF,[''],['EMPL'],21/02/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch mit Kommissar Nicolas Schmit,Europäische Kommission,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],20/02/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Dienstreisen in Europa,Verband Deutsches Reisemanagement (VDR),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],17/02/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Entsenderichtlinie und Soziale Koordinierung,European Exhibition Industry Alliance (EEIA),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],17/02/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Teilnahme an einer Baustellen-Prüfung der Finanzkontrolle Schwarzarbeit,Hauptzollamt,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],07/02/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Austausch über europ. Arbeitsmarktpolitik mit Abteilungsleitung Arbeit,Sachsen-Verbindungsbüro Brüssel,Gabriele BISCHOFF,[''],['EMPL'],04/02/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,"Treffen mit Mitarbeiter des Vorstandes Personal/Soziales der Berliner Verkehrsbetriebe (BVG),",Berliner Verkehrsbetriebe (BVG),Gabriele BISCHOFF,,,29/01/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Treffen zu Europäischen Säule Sozialer Rechte und das Europäische Semester,Caritas Europe,Gabriele BISCHOFF,[''],['EMPL'],29/01/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brussels,Conference on the Future of Europe,Leonie Martin (JEF President),Gabriele BISCHOFF,,,27/01/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Entsenderichtlinie und Soziale Koordinierung,Gesamtmetall/ CEEMET,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],22/01/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,"Austausch des VW-Betriebsrates mit den SPD-Mitgliedern aus ITRE, ENVI, EMPL und TRAN",Konzernbetriebsrat der Volkswagen AG,Gabriele BISCHOFF,,,21/01/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Austausch mit FEPS-Präsident,Foundation for European Progressive Studies (FEPS),Gabriele BISCHOFF,[''],['AFCO'],09/01/2020
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Treffen mit Deputy Permanent Representative zu den 883-Verhandlungen,Permanent Representation of Croatia to the EU,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],09/01/2020
197435,Gabriele BISCHOFF,Member,Germany,S&D,Straßburg,Austausch mit dem Handelsverband zu Beschäftigungsfragen,Handelsverband Deutschland - HDE - e.V.,Gabriele BISCHOFF,[''],['EMPL'],18/12/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Straßburg,Austausch mit Kommissar Nicolas Schmit,Europäische Kommission,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],16/12/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brussels,Conference on the Future of Europe,Luca Visentini (ETUC Secretary General),Gabriele BISCHOFF,,,10/12/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brussels,Conference on the Future of Europe,"Paolo Vacca, (UEF Secretary-General)",Gabriele BISCHOFF,,,09/12/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Gespräch mit EU-Referenten/innen der Länder Berlin und Brandenburg,"Vertretung des Landes Brandenburg bei der Europäischen Union, Das Büro des Landes Berlin bei der EU",Gabriele BISCHOFF,[''],['EMPL'],09/12/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Verhandlungsstand in Bezug auf Dienstreisen,French Social Security Institutions to the EU (REIF),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],05/12/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Treffen mit V4-Botschaftern zu der Verordnung 883/2004,Visegrad Countries,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],13/11/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch mit Hauptgeschäftsführung der BDA über soziale Koordinierung in der EU,Bundesvereinigung der Deutschen Arbeitgeberverbände (BDA),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],06/11/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Entsendung in und aus Osteuropa,Labour Mobility Initiative,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],06/11/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Korrespondeten und Soziale Koordinierung,Vereins der Auslandspresse (API-IPA),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],06/11/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Treffen mit Coreper I Botschafter zu 883-Verhandlungen,Permanent Representative of Belgium to the EU,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],06/11/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Treffen mit Deputy Permanent Representative zu Verhandlungen,Permanent Representation of Finland to the EU,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],06/11/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Austausch mit BMAS zu Beschäftigungs- und Sozialpolitik,Bundesministerium für Arbeit und Soziales (BMAS),Gabriele BISCHOFF,[''],['EMPL'],04/11/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Straßburg,Austausch über Entsenderichtlinie,"JMS e.V., netzwerk-m e.V., AEM e.V.",Gabriele BISCHOFF,[''],['EMPL'],23/10/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,"Treffen mit Antoine Foucher, Leiter im Kabinett v. Arbeitsministerin Muriel Pénicaud","Regierung der Französischen Republik, Arbeitministerium",Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],18/10/2019
197435,Gabriele BISCHOFF,Member,Germany,S&D,Brüssel,Termin zu europapolitischen Prioritäten der Chemie-Arbeitgeber iim Bereich Soziales,Bundesarbeitgeberverband Chemie e.V. (BAVC),Gabriele BISCHOFF,[''],['EMPL'],15/10/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch zur 883,The Permanent Mission of Switzerland to the European Union,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],14/10/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Treffen mit Deputy Permanent Representative zu Verhandlungen,Permanent representation of Finland to the European Union,Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],10/10/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch zu laufenden Verhandlungen der Revision der Koordinierungsverordnung,European Trade Union Confederation (ETUC),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],08/10/2019
197435,Gabriele BISCHOFF,Rapporteur,Germany,S&D,Brüssel,Austausch über Koordination der sozialen Sicherungssysteme,European Builders Confederation (EBC),Gabriele BISCHOFF,['Coordination of Social Security Systems'],['EMPL'],02/10/2019
